a,b
-2,0.999999999999999
-1.96,0.972373417983999
-1.92,0.944961343487999
-1.88,0.917766746111999
-1.84,0.890794479615999
-1.8,0.864051199999999
-1.76,0.837545283583999
-1.72,0.811286745087999
-1.68,0.785287155711999
-1.64,0.759559561216
-1.6,0.7341184
-1.56,0.708979421184
-1.52,0.684159602687999
-1.48,0.659677069311999
-1.44,0.635551010815999
-1.4,0.611801599999999
-1.36,0.588449910783999
-1.32,0.565517836287999
-1.28,0.543028006911999
-1.24,0.521003708416
-1.2,0.4994688
-1.16,0.478447632384
-1.12,0.457964965888
-1.08,0.438045888512
-1.04,0.418715734016
-1,0.4
-0.96,0.381924265984
-0.92,0.364514111488
-0.88,0.347795034112
-0.84,0.331792367616
-0.8,0.3165312
-0.76,0.302036291584
-0.72,0.288331993088
-0.68,0.275442163712
-0.64,0.263390089216
-0.6,0.2521984
-0.56,0.241888989184
-0.52,0.232482930688
-0.48,0.224000397312
-0.44,0.216460578816
-0.4,0.2098816
-0.36,0.204280438784
-0.32,0.199672844288
-0.28,0.196073254912
-0.24,0.193494716416
-0.2,0.1919488
-0.16,0.191445520384
-0.12,0.191993253888
-0.0800000000000001,0.193598656512
-0.04,0.196266582016
0,0.2
0.04,0.204799913984
0.0800000000000001,0.210665279488
0.12,0.217592922112
0.16,0.225577455616
0.2,0.2346112
0.24,0.244684099584
0.28,0.255783641088
0.32,0.267894771712
0.36,0.280999817216
0.4,0.2950784
0.44,0.310107357184
0.48,0.326060658688
0.52,0.342909325312
0.56,0.360621346816
0.6,0.3791616
0.64,0.398491766784
0.68,0.418570252288
0.72,0.439352102912
0.76,0.460788924416
0.8,0.4828288
0.84,0.505416208384
0.88,0.528491941888
0.92,0.551993024512
0.96,0.575852630016
1,0.6
1.04,0.624360361984
1.08,0.648854847488
1.12,0.673400410112
1.16,0.697909743616
1.2,0.7222912
1.24,0.746448707584
1.28,0.770281689088
1.32,0.793684979712
1.36,0.816548745216
1.4,0.8387584
1.44,0.860194525184
1.48,0.880732786688
1.52,0.900243853312
1.56,0.918593314816
1.6,0.9356416
1.64,0.951243894784
1.68,0.965250060288
1.72,0.977504550912
1.76,0.987846332416
1.8,0.9961088
1.84,1.002119696384
1.88,1.005701029888
1.92,1.006668992512
1.96,1.004833878016
2,1
